0,2,0.48491494491660614,0.1,0.027777777777777776,0.0,0.00784313725490196,0.054901960784313725,0.12037037037037038,0.30196078431372547,0.7176470588235294,0.2588235294117647
2,3,0.48487833533115277,0.0,0.12037037037037038,0.30196078431372547,0.7176470588235294,0.2588235294117647,0.12037037037037038,0.00392156862745098,0.5764705882352941,0.7725490196078432
3,4,0.48488260784570225,0.0,0.12037037037037038,0.00392156862745098,0.5764705882352941,0.7725490196078432,0.027777777777777776,0.7686274509803921,0.3529411764705882,0.34901960784313724
4,5,0.49096013413014894,0.0,0.027777777777777776,0.7686274509803921,0.3529411764705882,0.34901960784313724,0.027777777777777776,0.7843137254901961,0.7019607843137254,0.9490196078431372
5,6,0.48492705037449635,0.0,0.027777777777777776,0.7843137254901961,0.7019607843137254,0.9490196078431372,0.027777777777777776,0.7843137254901961,0.11764705882352941,0.6196078431372549
6,7,0.484814205725513,0.0,0.027777777777777776,0.7843137254901961,0.11764705882352941,0.6196078431372549,0.9351851851851851,0.8745098039215686,0.4549019607843137,0.7215686274509804
7,8,0.4850312662195857,0.0,0.9351851851851851,0.8745098039215686,0.4549019607843137,0.7215686274509804,0.9351851851851851,0.8745098039215686,0.4588235294117647,0.3529411764705882
8,9,0.48772357869672306,0.0,0.9351851851851851,0.8745098039215686,0.4588235294117647,0.3529411764705882,0.287037037037037,0.42745098039215684,0.0196078431372549,0.5176470588235293
9,10,0.4847095710064482,0.0,0.287037037037037,0.42745098039215684,0.0196078431372549,0.5176470588235293,0.287037037037037,0.42745098039215684,0.023529411764705882,0.03529411764705882
10,11,0.4847497829080904,0.0,0.287037037037037,0.42745098039215684,0.023529411764705882,0.03529411764705882,0.287037037037037,0.42745098039215684,0.023529411764705882,0.058823529411764705
11,12,0.485010113083826,0.0,0.287037037037037,0.42745098039215684,0.023529411764705882,0.058823529411764705,0.287037037037037,0.42745098039215684,0.023529411764705882,0.09411764705882353
12,13,0.4848844508911942,0.0,0.287037037037037,0.42745098039215684,0.023529411764705882,0.09411764705882353,0.47685185185185186,0.054901960784313725,0.07450980392156863,0.09019607843137255
13,14,0.48489379178084646,0.0,0.47685185185185186,0.054901960784313725,0.07450980392156863,0.09019607843137255,0.09259259259259259,0.11372549019607843,0.5647058823529412,0.8117647058823529
14,15,0.48475439052182023,0.0,0.09259259259259259,0.11372549019607843,0.5647058823529412,0.8117647058823529,0.09259259259259259,0.11372549019607843,0.5647058823529412,0.803921568627451
15,16,0.4852810826585378,0.0,0.09259259259259259,0.11372549019607843,0.5647058823529412,0.803921568627451,0.2962962962962963,0.6784313725490196,0.7843137254901961,0.5764705882352941
16,1,0.48491092372644196,0.0,0.2962962962962963,0.6784313725490196,0.7843137254901961,0.5764705882352941,0.29166666666666663,0.996078431372549,0.8941176470588235,0.2392156862745098
0,18,0.484909541442323,0.1,0.027777777777777776,0.0,0.00784313725490196,0.054901960784313725,0.12037037037037038,0.30196078431372547,0.7176470588235294,0.8
18,19,0.4848886396309486,0.0,0.12037037037037038,0.30196078431372547,0.7176470588235294,0.8,0.12037037037037038,0.00392156862745098,0.5764705882352941,0.9137254901960784
19,20,0.4848773300336117,0.0,0.12037037037037038,0.00392156862745098,0.5764705882352941,0.9137254901960784,0.027777777777777776,0.7686274509803921,0.3529411764705882,0.3333333333333333
20,21,0.4848840739046163,0.0,0.027777777777777776,0.7686274509803921,0.3529411764705882,0.3333333333333333,0.027777777777777776,0.7843137254901961,0.1568627450980392,0.11764705882352941
21,22,0.48487674361004607,0.0,0.027777777777777776,0.7843137254901961,0.1568627450980392,0.11764705882352941,0.27314814814814814,0.8509803921568627,0.996078431372549,0.3333333333333333
22,23,0.4849346319934518,0.0,0.27314814814814814,0.8509803921568627,0.996078431372549,0.3333333333333333,0.6944444444444444,0.21176470588235294,0.5490196078431373,0.2549019607843137
23,24,0.4848750262267468,0.0,0.6944444444444444,0.21176470588235294,0.5490196078431373,0.2549019607843137,0.6944444444444444,0.21176470588235294,0.34509803921568627,0.19215686274509802
24,25,0.4910682455032098,0.0,0.6944444444444444,0.21176470588235294,0.34509803921568627,0.19215686274509802,0.6944444444444444,0.21176470588235294,0.0,0.0196078431372549
